date,Temperature,Light,PIR,Light_mean_3,Temp_mean_3,Light_diff_3,Temp_diff_3,Light_mean_5,Temp_mean_5,Light_diff_5,Temp_diff_5,hour_sin,hour_cos
2025-10-02,23.754,488.6,1,518.338888888889,23.7355,-89.79999999999995,0.0360000000000013,543.7233333333335,23.7249,-96.60000000000002,0.054000000000002,-0.5842496656374342,-0.8115739819650125
2025-10-02,23.76,568.666666666667,1,517.0055555555556,23.745500000000003,-4.0,0.0300000000000011,540.4166666666667,23.7369,-16.533333333333076,0.0600000000000022,-0.5842496656374342,-0.8115739819650125
2025-10-02,23.73,536.333333333333,1,531.1999999999999,23.748,42.58333333333303,0.0075000000000002,532.0033333333333,23.739300000000004,-42.06666666666695,0.0120000000000004,-0.5913096483635824,-0.8064446042674825
2025-10-02,23.754,509.0,1,538.0,23.748,20.399999999999977,0.0,519.27,23.7441,-63.66666666666697,0.0240000000000009,-0.5913096483635824,-0.8064446042674825
2025-10-02,23.754,476.0,1,507.11111111111103,23.746,-92.66666666666696,-0.0060000000000002,515.72,23.750400000000003,-17.75,0.0315000000000011,-0.5948227867513411,-0.8038568606172175
2025-10-02,23.736,510.0,1,498.3333333333333,23.748,-26.33333333333303,0.0060000000000002,520.0,23.7468,21.399999999999977,-0.0180000000000006,-0.6018150231520484,-0.7986355100472928
2025-10-02,23.745,481.5,1,489.1666666666667,23.745,-27.5,-0.0090000000000003,502.5666666666666,23.7438,-87.16666666666697,-0.0150000000000005,-0.6052939880428939,-0.7960020025346224
2025-10-02,23.7,481.8,1,491.1,23.727,5.800000000000011,-0.054000000000002,491.66,23.7378,-54.53333333333302,-0.0300000000000011,-0.6087614290087207,-0.7933533402912352
2025-10-02,23.7,475.25,1,479.51666666666665,23.715,-34.75,-0.0360000000000013,484.91,23.727,-33.75,-0.054000000000002,-0.6122172800344494,-0.7906895737438432
2025-10-02,23.7,469.0,1,475.35,23.7,-12.5,-0.0450000000000017,483.5100000000001,23.7162,-7.0,-0.054000000000002,-0.6122172800344494,-0.7906895737438432
2025-10-02,23.7,464.0,1,469.4166666666667,23.7,-17.80000000000001,0.0,474.31000000000006,23.708999999999996,-46.0,-0.0360000000000013,-0.6156614753256582,-0.788010753606722
2025-10-02,23.7,464.0,1,465.6666666666667,23.7,-11.25,0.0,470.81000000000006,23.7,-17.5,-0.0450000000000017,-0.6225146366376191,-0.7826081568524144
2025-10-02,23.7,455.0,1,461.0,23.7,-14.0,0.0,465.45,23.7,-26.80000000000001,0.0,-0.6259234721840591,-0.7798844830928818
2025-10-02,23.6,454.0,1,457.6666666666667,23.666666666666668,-10.0,-0.0999999999999978,461.2,23.68,-21.25,-0.0999999999999978,-0.6293203910498373,-0.7771459614569711
2025-10-02,23.64,458.0,1,455.6666666666667,23.646666666666665,-6.0,-0.0599999999999987,459.0,23.668,-11.0,-0.0599999999999987,-0.6327053285625164,-0.7743926440821854
2025-10-02,23.65,464.0,1,458.6666666666667,23.63,9.0,-0.0500000000000007,459.0,23.658,0.0,-0.0500000000000007,-0.6360782202777636,-0.7716245833877202
2025-10-02,23.64,473.0,1,465.0,23.643333333333334,19.0,0.0399999999999991,460.8,23.646,9.0,-0.0599999999999987,-0.6360782202777636,-0.7716245833877202
2025-10-02,23.6,464.0,1,467.0,23.63,6.0,-0.0399999999999991,462.6,23.626,9.0,-0.0999999999999978,-0.6394390019805849,-0.7688418320734594
2025-10-02,23.6,498.4,1,478.4666666666667,23.613333333333333,34.39999999999998,-0.0499999999999971,471.48,23.626,44.39999999999998,0.0,-0.6461239796429636,-0.763232469782529
2025-10-02,23.6,530.2,1,497.53333333333336,23.6,57.200000000000045,-0.0399999999999991,485.9200000000001,23.618,72.20000000000005,-0.0399999999999991,-0.6494480483301835,-0.760405965600031
2025-10-02,23.6,533.6,1,520.7333333333335,23.6,69.60000000000002,0.0,499.84,23.608,69.60000000000002,-0.0499999999999971,-0.6527597524627221,-0.7575649843840498
2025-10-02,23.6,524.25,1,529.35,23.6,25.850000000000023,0.0,510.09,23.6,51.25,-0.0399999999999991,-0.656059028990507,-0.7547095802227721
2025-10-02,23.625,498.666666666667,1,518.8388888888891,23.608333333333334,-31.53333333333302,0.0249999999999985,517.0233333333334,23.605,34.66666666666703,0.0249999999999985,-0.656059028990507,-0.7547095802227721
2025-10-02,23.6,516.333333333333,1,513.0833333333334,23.608333333333334,-17.266666666666993,0.0,520.61,23.605,17.933333333333053,0.0,-0.6593458151000688,-0.7518398074789775
2025-10-02,23.6,501.2,1,505.4,23.608333333333334,-23.05000000000001,0.0,514.8100000000001,23.605,-29.000000000000057,0.0,-0.6658816660008342,-0.7460573750616996
2025-10-02,23.6,522.0,1,513.1777777777777,23.6,23.333333333332973,-0.0249999999999985,512.49,23.605,-11.600000000000025,0.0,-0.6691306063588582,-0.7431448254773942
2025-10-02,23.6,520.5,1,514.5666666666667,23.6,4.16666666666697,0.0,511.7399999999999,23.605,-3.75,0.0,-0.6723668074346678,-0.7402181274868322
2025-10-02,23.6,505.285714285714,1,515.9285714285713,23.6,4.085714285714005,0.0,513.0638095238094,23.6,6.619047619046967,-0.0249999999999985,-0.6755902076156601,-0.7372773368101241
2025-10-02,23.6,488.333333333333,1,504.706349206349,23.6,-33.66666666666703,0.0,507.4638095238094,23.6,-28.000000000000057,0.0,-0.6788007455329418,-0.7343225094356854
2025-10-02,23.6,512.0,1,501.8730158730157,23.6,-8.5,0.0,509.62380952380937,23.6,10.800000000000011,0.0,-0.6788007455329418,-0.7343225094356854
2025-10-02,23.6,511.0,1,503.77777777777766,23.6,5.714285714286007,0.0,507.4238095238094,23.6,-11.0,0.0,-0.6851829903263591,-0.7283709698824002
